Year,Prscrbr_Geo_Lvl,Prscrbr_Geo_Desc,Breakout_Type,Breakout,Tot_Prscrbrs,Tot_Opioid_Prscrbrs,Tot_Opioid_Clms,Tot_Clms,Opioid_Prscrbng_Rate,Opioid_Prscrbng_Rate_5Y_Chg,Opioid_Prscrbng_Rate_1Y_Chg,LA_Tot_Opioid_Clms,LA_Opioid_Prscrbng_Rate,LA_Opioid_Prscrbng_Rate_5Y_Chg,LA_Opioid_Prscrbng_Rate_1Y_Chg
2020,State,Delaware,Totals,Overall,"3,789","2,469","180,493","4,373,495",4.13%,-2.27%,-0.10%,"30,569",16.94%,-2.70%,-0.68%
2020,State,"District of Columbia",Totals,Overall,"4,860","2,836","65,419","1,996,782",3.28%,-1.15%,-0.35%,"6,967",10.65%,0.04%,0.26%
2020,State,Florida,Totals,Overall,"81,024","45,334","4,818,597","111,632,732",4.32%,-0.87%,-0.15%,"598,097",12.41%,-1.69%,-0.60%
2020,State,Georgia,Totals,Overall,"32,823","21,402","2,423,466","46,886,562",5.17%,-0.90%,-0.14%,"232,239",9.58%,-1.05%,-0.48%
2020,State,Hawaii,Totals,Overall,"4,591","2,813","136,296","4,075,292",3.34%,-0.56%,-0.15%,"16,004",11.74%,-2.64%,-0.68%
2020,State,Idaho,Totals,Overall,"6,417","4,403","394,486","6,931,999",5.69%,-1.79%,-0.38%,"51,457",13.04%,-3.91%,-1.00%
2020,State,Illinois,Totals,Overall,"49,077","31,598","1,957,260","51,290,738",3.82%,-0.96%,-0.18%,"151,649",7.75%,-3.08%,-0.45%
2020,State,Indiana,Totals,Overall,"23,765","16,194","1,723,481","34,163,839",5.04%,-1.33%,-0.18%,"158,249",9.18%,-3.72%,-0.60%
2020,State,Iowa,Totals,Overall,"11,394","7,467","591,009","16,626,548",3.55%,-1.16%,-0.22%,"63,345",10.72%,-3.54%,-1.03%
2020,State,Kansas,Totals,Overall,"10,451","7,360","703,029","14,111,871",4.98%,-1.10%,-0.20%,"79,074",11.25%,-3.68%,-0.94%
2020,State,Kentucky,Totals,Overall,"17,117","10,134","1,482,717","29,650,743",5.00%,-0.73%,-0.12%,"88,589",5.97%,-3.05%,-0.44%
2020,State,Louisiana,Totals,Overall,"18,701","12,536","1,298,433","26,378,302",4.92%,-0.97%,-0.23%,"91,554",7.05%,-1.71%,-0.30%
2020,State,Maine,Totals,Overall,"6,525","4,115","293,751","7,001,657",4.20%,-1.77%,-0.20%,"46,581",15.86%,-2.78%,-0.46%
2020,State,Maryland,Totals,Overall,"24,618","15,148","883,641","19,537,654",4.52%,-1.52%,-0.24%,"136,329",15.43%,-2.12%,-0.49%
2020,State,Massachusetts,Totals,Overall,"36,705","22,016","1,097,831","34,134,466",3.22%,-1.06%,-0.04%,"153,402",13.97%,-1.73%,-0.39%
2020,State,Michigan,Totals,Overall,"43,398","29,932","2,471,299","50,594,256",4.88%,-2.19%,-0.22%,"253,777",10.27%,-2.56%,-0.66%
2020,State,Minnesota,Totals,Overall,"23,411","15,533","829,331","23,443,118",3.54%,-1.64%,-0.22%,"96,455",11.63%,-3.23%,-0.30%
2020,State,Mississippi,Totals,Overall,"9,850","6,944","773,042","17,337,892",4.46%,-1.60%,-0.08%,"50,467",6.53%,-2.24%,-0.69%
2020,State,Missouri,Totals,Overall,"23,184","13,952","1,669,893","35,760,643",4.67%,-1.08%,-0.20%,"154,460",9.25%,-3.41%,-0.85%
2020,State,Montana,Totals,Overall,"4,460","3,059","235,562","4,535,824",5.19%,-1.50%,-0.19%,"30,033",12.75%,-5.13%,-0.85%
2020,State,Nebraska,Totals,Overall,"7,689","5,227","376,961","9,742,946",3.87%,-0.98%,-0.18%,"49,095",13.02%,-1.41%,-0.27%
2020,State,Nevada,Totals,Overall,"8,960","5,795","579,293","10,023,026",5.78%,-1.94%,-0.21%,"67,668",11.68%,-3.11%,-0.69%
2020,State,"New Hampshire",Totals,Overall,"6,471","4,021","231,250","6,014,554",3.84%,-1.90%,-0.16%,"41,279",17.85%,-2.64%,-0.67%
2020,State,"New Jersey",Totals,Overall,"33,114","19,410","1,123,098","36,371,314",3.09%,-1.16%,-0.14%,"154,102",13.72%,-2.93%,-0.50%
2020,State,"New Mexico",Totals,Overall,"7,926","5,084","351,307","7,584,180",4.63%,-1.93%,-0.33%,"30,728",8.75%,-3.98%,-0.54%
2020,State,"New York",Totals,Overall,"96,829","49,568","2,382,316","98,017,989",2.43%,-0.70%,-0.08%,"294,033",12.34%,-2.33%,-0.35%
2020,State,"North Carolina",Totals,Overall,"38,977","26,976","2,653,529","53,141,768",4.99%,-1.14%,-0.14%,"314,433",11.85%,-1.85%,-0.18%
2020,State,"North Dakota",Totals,Overall,"3,145","2,110","121,950","3,820,799",3.19%,-1.44%,-0.20%,"14,183",11.63%,-6.14%,-1.25%
2020,State,Ohio,Totals,Overall,"48,425","31,742","2,371,462","63,184,607",3.75%,-1.62%,-0.19%,"206,547",8.71%,-2.10%,-0.50%
2020,State,Oklahoma,Totals,Overall,"12,699","8,267","1,017,834","17,984,862",5.66%,-1.84%,-0.34%,"114,303",11.23%,-2.96%,-0.84%
2020,State,Oregon,Totals,Overall,"18,013","12,131","948,049","17,480,048",5.42%,-1.88%,-0.24%,"111,370",11.75%,-5.52%,-0.69%
2020,State,Pennsylvania,Totals,Overall,"60,229","34,938","2,617,643","74,755,490",3.50%,-1.44%,-0.18%,"347,471",13.27%,-2.50%,-0.74%
2020,State,"Rhode Island",Totals,Overall,"5,236","3,180","164,070","5,748,828",2.85%,-0.91%,-0.02%,"16,515",10.07%,-2.56%,-0.47%
2020,State,"South Carolina",Totals,Overall,"18,913","12,533","1,235,117","26,165,295",4.72%,-1.37%,-0.12%,"113,699",9.21%,-0.81%,-0.49%
2020,State,"South Dakota",Totals,Overall,"3,598","2,468","167,029","4,321,415",3.87%,-1.29%,-0.19%,"22,989",13.76%,-3.70%,-0.56%
2020,State,Tennessee,Totals,Overall,"26,378","18,146","2,140,164","40,008,834",5.35%,-1.83%,-0.34%,"195,645",9.14%,-4.71%,-0.79%
2020,State,Texas,Totals,Overall,"80,392","53,388","4,395,527","97,997,200",4.49%,-1.09%,-0.33%,"337,725",7.68%,-1.50%,-0.12%
2020,State,Utah,Totals,Overall,"9,646","6,842","515,323","8,318,170",6.20%,-1.49%,-0.21%,"68,515",13.30%,-1.57%,-0.09%
2020,State,Vermont,Totals,Overall,"2,773","1,672","102,342","2,677,595",3.82%,-1.88%,-0.25%,"19,010",18.57%,-3.97%,-1.57%
2020,State,Virginia,Totals,Overall,"28,545","19,046","1,256,642","31,127,956",4.04%,-1.59%,-0.18%,"137,385",10.93%,-0.79%,-0.42%
2020,State,Washington,Totals,Overall,"30,122","19,328","1,307,618","25,470,434",5.13%,-1.85%,-0.23%,"171,196",13.09%,-3.86%,-0.35%
2020,State,"West Virginia",Totals,Overall,"7,851","4,770","460,218","11,690,777",3.94%,-1.90%,-0.20%,"32,727",7.11%,-2.08%,-0.42%
2020,State,Wisconsin,Totals,Overall,"23,591","15,669","1,108,826","27,360,779",4.05%,-1.81%,-0.33%,"136,147",12.28%,-5.39%,-0.93%
2020,State,Wyoming,Totals,Overall,"2,083","1,414","90,598","1,868,969",4.85%,-1.38%,-0.09%,"11,941",13.18%,-2.76%,0.11%
2020,State,"American Samoa",Totals,Overall,1,0,0,52,0.00%,,0.00%,0,,,
2020,State,Guam,Totals,Overall,164,97,"1,806","92,472",1.95%,-0.58%,0.31%,130,7.20%,-1.61%,-0.91%
2020,State,"Northern Mariana Islands",Totals,Overall,30,10,154,"9,855",1.56%,-1.05%,0.35%,,,,
2020,State,"Puerto Rico",Totals,Overall,"11,169","5,627","239,687","28,405,000",0.84%,-0.77%,-0.13%,"5,544",2.31%,0.28%,0.20%
2020,State,"Virgin Islands",Totals,Overall,171,95,"2,732","212,963",1.28%,-0.33%,0.31%,261,9.55%,3.79%,5.97%
2020,State,Alabama,Rural/Urban,Rural,"2,246","1,388","376,069","6,763,965",5.56%,-1.63%,-0.31%,"19,386",5.15%,-2.70%,-0.47%
2020,State,Alaska,Rural/Urban,Rural,948,632,"31,994","596,300",5.37%,-2.62%,0.10%,"6,297",19.68%,-3.43%,-0.23%
2020,State,Arizona,Rural/Urban,Rural,"1,892","1,241","134,213","2,407,670",5.57%,-2.43%,-0.49%,"17,282.5",12.88%,-4.64%,-0.80%
2020,State,Arkansas,Rural/Urban,Rural,"2,599","2,021","324,586","6,727,238",4.82%,-0.96%,-0.06%,"18,215",5.61%,-2.06%,-0.20%
2020,State,California,Rural/Urban,Rural,"4,616","3,092","348,702","6,050,570",5.76%,-2.12%,-0.31%,"45,815.5",13.14%,-2.74%,0.01%
2020,State,Colorado,Rural/Urban,Rural,"2,340","1,774","116,166","2,313,338",5.02%,-1.98%,-0.23%,"15,060.5",12.96%,-3.96%,-0.23%
2020,State,Connecticut,Rural/Urban,Rural,420,248,"17,145","512,681",3.34%,-1.23%,0.00%,"1,998",11.65%,-3.59%,-0.58%
2020,State,Delaware,Rural/Urban,Rural,569,383,"51,944","1,050,455",4.94%,-1.21%,0.66%,"8,942.5",17.22%,-4.23%,-0.77%
2020,State,"District of Columbia",Rural/Urban,Rural,0,0,0,0,,,,0,,,
2020,State,Florida,Rural/Urban,Rural,"1,241",762,"111,586","2,365,187",4.72%,-0.89%,-0.04%,"9,211",8.25%,-1.81%,-0.06%
2020,State,Georgia,Rural/Urban,Rural,"3,868","2,750","502,658","10,621,911",4.73%,-0.72%,-0.18%,"39,744",7.91%,-0.60%,-0.30%
2020,State,Hawaii,Rural/Urban,Rural,825,539,"44,289","908,908",4.87%,-0.66%,-0.10%,"6,053",13.67%,-4.55%,-1.19%
2020,State,Idaho,Rural/Urban,Rural,"1,467","1,049","103,675","1,955,793",5.30%,-1.80%,-0.20%,"13,759.5",13.27%,-5.46%,-0.89%
2020,State,Illinois,Rural/Urban,Rural,"3,854","2,831","329,679","8,220,185",4.01%,-0.88%,-0.12%,"27,752.5",8.42%,-3.45%,-0.99%
2020,State,Indiana,Rural/Urban,Rural,"3,727","2,611","334,420","7,636,722",4.38%,-1.44%,-0.32%,"26,132.5",7.81%,-4.51%,-1.11%
2020,State,Iowa,Rural/Urban,Rural,"3,446","2,310","242,163","7,028,701",3.45%,-0.98%,-0.19%,"31,309",12.93%,-2.78%,-1.12%
2020,State,Kansas,Rural/Urban,Rural,"2,912","2,219","269,063","5,582,923",4.82%,-1.00%,-0.15%,"36,106",13.42%,-2.80%,-0.99%
2020,State,Kentucky,Rural/Urban,Rural,"5,876","3,621","669,992","14,754,091",4.54%,-0.83%,-0.11%,"31,858",4.75%,-1.81%,-0.27%
2020,State,Louisiana,Rural/Urban,Rural,"1,573","1,144","153,828","4,167,456",3.69%,-0.90%,-0.21%,"8,053.5",5.24%,-0.30%,-0.31%
2020,State,Maine,Rural/Urban,Rural,"2,450","1,590","156,456","3,377,142",4.63%,-1.35%,-0.15%,"30,444",19.46%,-0.56%,-0.38%
2020,State,Maryland,Rural/Urban,Rural,640,432,"46,138","1,046,287",4.41%,-0.82%,0.38%,"7,358",15.95%,1.12%,1.40%
2020,State,Massachusetts,Rural/Urban,Rural,560,351,"26,509","785,936",3.37%,-1.34%,0.02%,"4,564",17.22%,-0.51%,-0.56%
2020,State,Michigan,Rural/Urban,Rural,"5,243","3,693","413,442","9,124,197",4.53%,-2.58%,-0.24%,"53,375",12.91%,-3.40%,-1.02%
2020,State,Minnesota,Rural/Urban,Rural,"3,984","2,910","225,386","7,053,543",3.20%,-1.62%,-0.20%,"27,118.5",12.03%,-4.42%,-0.87%
2020,State,Mississippi,Rural/Urban,Rural,"4,262","3,094","415,030","9,627,679",4.31%,-1.54%,-0.09%,"26,085.5",6.29%,-1.51%,-0.80%
2020,State,Missouri,Rural/Urban,Rural,"3,843","2,322","471,510","10,152,209",4.64%,-1.02%,-0.18%,"43,576.5",9.24%,-2.67%,-0.80%
2020,State,Montana,Rural/Urban,Rural,"2,372","1,668","132,399","2,538,162",5.22%,-1.73%,-0.19%,"18,775",14.18%,-4.85%,-0.91%
2020,State,Nebraska,Rural/Urban,Rural,"2,055","1,530","154,469","4,098,139",3.77%,-0.98%,-0.21%,"23,644",15.31%,-2.13%,-1.16%
2020,State,Nevada,Rural/Urban,Rural,471,337,"29,502","640,977",4.60%,-2.79%,-0.30%,"2,746",9.31%,-0.73%,-0.95%
2020,State,"New Hampshire",Rural/Urban,Rural,"3,069","1,939","98,804","2,774,988",3.56%,-2.07%,-0.10%,"18,203",18.42%,-2.66%,0.13%
2020,State,"New Jersey",Rural/Urban,Rural,266,149,"21,737","424,527",5.12%,-0.56%,0.04%,"4,040",18.59%,-1.59%,-0.65%
2020,State,"New Mexico",Rural/Urban,Rural,"1,741","1,162","105,669","2,241,120",4.72%,-1.61%,-0.16%,"10,283.5",9.73%,-2.97%,-0.05%
2020,State,"New York",Rural/Urban,Rural,"4,782","3,098","289,793","8,525,864",3.40%,-0.79%,-0.13%,"38,001.5",13.11%,-3.04%,-0.63%
2020,State,"North Carolina",Rural/Urban,Rural,"6,197","4,510","627,672","13,554,408",4.63%,-1.15%,-0.19%,"57,534",9.17%,-2.55%,-0.14%
2020,State,"North Dakota",Rural/Urban,Rural,"1,041",738,"48,792","1,650,734",2.96%,-0.97%,-0.11%,"6,543.5",13.41%,-4.97%,-0.55%
2020,State,Ohio,Rural/Urban,Rural,"6,715","4,542","457,688","13,436,096",3.41%,-1.63%,-0.15%,"39,926.5",8.72%,-2.05%,-0.32%
2020,State,Oklahoma,Rural/Urban,Rural,"3,576","2,471","348,901","7,032,069",4.96%,-1.73%,-0.33%,"30,056.5",8.61%,-2.43%,-0.57%
2020,State,Oregon,Rural/Urban,Rural,"3,256","2,271","202,014","3,980,990",5.07%,-2.17%,-0.30%,"22,321.5",11.05%,-5.30%,-0.72%
2020,State,Pennsylvania,Rural/Urban,Rural,"4,791","3,067","342,070","10,137,269",3.37%,-1.33%,-0.23%,"47,893.5",14.00%,-2.33%,-1.04%
2020,State,"Rhode Island",Rural/Urban,Rural,0,0,0,0,,,,0,,,
2020,State,"South Carolina",Rural/Urban,Rural,"2,366","1,645","218,536","5,005,901",4.37%,-1.23%,-0.03%,"12,982.5",5.94%,-1.41%,-0.07%
2020,State,"South Dakota",Rural/Urban,Rural,"1,332",983,"73,894","2,186,693",3.38%,-1.39%,-0.20%,"11,004.5",14.89%,-5.40%,-0.80%
2020,State,Tennessee,Rural/Urban,Rural,"4,364","3,228","563,755","10,981,781",5.13%,-2.13%,-0.40%,"38,607",6.85%,-5.65%,-1.33%
2020,State,Texas,Rural/Urban,Rural,"6,655","4,809","532,842","13,615,387",3.91%,-1.04%,-0.29%,"34,812",6.53%,-1.41%,-0.05%
2020,State,Utah,Rural/Urban,Rural,838,681,"72,536","1,090,890",6.65%,-1.43%,-0.27%,"10,149.5",13.99%,-1.71%,-0.20%
2020,State,Vermont,Rural/Urban,Rural,"1,510",932,"66,853","1,791,488",3.73%,-1.77%,-0.21%,"12,709.5",19.01%,-3.70%,-1.50%
2020,State,Virginia,Rural/Urban,Rural,"2,547","1,858","235,509","6,115,309",3.85%,-1.58%,-0.17%,"18,283.5",7.76%,-1.59%,-0.47%
2020,State,Washington,Rural/Urban,Rural,"2,417","1,667","151,711","2,769,654",5.48%,-2.10%,-0.32%,"19,291.5",12.72%,-4.34%,-0.88%
2020,State,"West Virginia",Rural/Urban,Rural,"1,776","1,099","135,614","3,704,687",3.66%,-1.53%,-0.20%,"10,785.5",7.95%,-0.28%,-0.21%
2020,State,Wisconsin,Rural/Urban,Rural,"4,722","3,366","262,851","7,250,750",3.63%,-1.94%,-0.34%,"33,845",12.88%,-5.41%,-1.11%
2020,State,Wyoming,Rural/Urban,Rural,"1,304",885,"57,757","1,135,377",5.09%,-1.28%,-0.01%,"8,348.5",14.45%,-2.51%,0.33%
2020,State,"American Samoa",Rural/Urban,Rural,0,0,0,0,,,,0,,,
2020,State,Guam,Rural/Urban,Rural,0,0,0,0,,,,0,,,
2020,State,"Northern Mariana Islands",Rural/Urban,Rural,0,0,0,0,,,,,,,
2020,State,"Puerto Rico",Rural/Urban,Rural,158,93,"6,490","599,138",1.08%,-1.02%,-0.10%,182.5,2.81%,-0.39%,0.93%
2020,State,"Virgin Islands",Rural/Urban,Rural,0,0,0,0,,,,0,,,
2020,State,Alabama,Rural/Urban,Urban,"12,965","7,810","1,348,357","21,117,626",6.38%,-1.25%,-0.30%,"109,999",8.16%,-3.07%,-0.41%
2020,State,Alaska,Rural/Urban,Urban,"1,876","1,178","48,507","1,096,729",4.42%,-1.71%,-0.27%,"8,546.5",17.62%,-2.64%,-0.38%
2020,State,Arizona,Rural/Urban,Urban,"24,532","14,887","1,164,877","23,840,083",4.89%,-1.85%,-0.32%,"162,816.5",13.98%,-3.17%,-0.60%
2020,State,Arkansas,Rural/Urban,Urban,"7,303","5,078","629,503","10,932,333",5.76%,-1.03%,-0.25%,"55,192",8.77%,-2.84%,-0.55%
2020,State,California,Rural/Urban,Urban,"125,564","75,718","5,174,069","131,352,509",3.94%,-1.17%,-0.21%,"597,543.5",11.55%,-1.93%,-0.30%
2020,State,Colorado,Rural/Urban,Urban,"19,108","13,310","831,959","15,160,244",5.49%,-1.90%,-0.25%,"121,687",14.63%,-2.45%,-0.07%
2020,State,Connecticut,Rural/Urban,Urban,"17,679","10,160","529,264","16,144,275",3.28%,-1.09%,-0.15%,"84,171.5",15.90%,-2.43%,-0.28%
2020,State,Delaware,Rural/Urban,Urban,"3,220","2,086","128,549","3,323,040",3.87%,-2.60%,-0.34%,"24,095",18.74%,-1.37%,-0.22%
2020,State,"District of Columbia",Rural/Urban,Urban,"4,859","2,835","65,401","1,996,706",3.28%,-1.15%,-0.35%,"9,654",14.76%,1.58%,1.01%
2020,State,Florida,Rural/Urban,Urban,"79,778","44,568","4,706,485","109,248,373",4.31%,-0.87%,-0.15%,"622,712.5",13.23%,-1.51%,-0.58%
2020,State,Georgia,Rural/Urban,Urban,"28,953","18,651","1,920,807","36,263,596",5.30%,-0.97%,-0.13%,"208,887",10.87%,-0.98%,-0.46%
2020,State,Hawaii,Rural/Urban,Urban,"3,766","2,274","92,007","3,166,384",2.91%,-0.51%,-0.16%,"12,637.5",13.74%,-1.15%,-0.28%
2020,State,Idaho,Rural/Urban,Urban,"4,950","3,354","290,811","4,976,206",5.84%,-1.80%,-0.46%,"41,023.5",14.11%,-2.90%,-1.04%
2020,State,Illinois,Rural/Urban,Urban,"45,217","28,763","1,627,431","43,064,399",3.78%,-0.97%,-0.19%,"150,360",9.24%,-2.75%,-0.30%
2020,State,Indiana,Rural/Urban,Urban,"20,035","13,581","1,389,045","26,526,929",5.24%,-1.30%,-0.13%,"144,988.5",10.44%,-3.24%,-0.48%
2020,State,Iowa,Rural/Urban,Urban,"7,948","5,157","348,846","9,597,847",3.63%,-1.31%,-0.24%,"37,498",10.75%,-3.52%,-1.08%
2020,State,Kansas,Rural/Urban,Urban,"7,539","5,141","433,966","8,528,948",5.09%,-1.18%,-0.23%,"48,465",11.17%,-4.03%,-0.99%
2020,State,Kentucky,Rural/Urban,Urban,"11,235","6,508","812,336","14,891,596",5.45%,-0.66%,-0.13%,"63,320",7.79%,-4.21%,-0.57%
2020,State,Louisiana,Rural/Urban,Urban,"16,968","11,273","1,143,465","22,173,111",5.16%,-0.99%,-0.22%,"91,960",8.04%,-1.70%,-0.24%
2020,State,Maine,Rural/Urban,Urban,"4,075","2,525","137,295","3,624,515",3.79%,-2.17%,-0.25%,"19,427",14.15%,-4.48%,-0.41%
2020,State,Maryland,Rural/Urban,Urban,"23,978","14,716","837,503","18,491,367",4.53%,-1.56%,-0.28%,"142,676.5",17.04%,-1.88%,-0.64%
2020,State,Massachusetts,Rural/Urban,Urban,"36,143","21,664","1,071,310","33,348,462",3.21%,-1.06%,-0.05%,"170,501",15.92%,-1.23%,-0.21%
2020,State,Michigan,Rural/Urban,Urban,"38,155","26,239","2,057,857","41,470,059",4.96%,-2.11%,-0.22%,"224,671",10.92%,-1.93%,-0.46%
2020,State,Minnesota,Rural/Urban,Urban,"19,393","12,599","601,485","16,317,396",3.69%,-1.67%,-0.23%,"81,898.5",13.62%,-2.09%,0.01%
2020,State,Mississippi,Rural/Urban,Urban,"5,582","3,846","357,039","7,695,367",4.64%,-1.72%,-0.08%,"29,545",8.28%,-2.46%,-0.47%
2020,State,Missouri,Rural/Urban,Urban,"19,341","11,630","1,198,383","25,608,434",4.68%,-1.10%,-0.21%,"121,152",10.11%,-3.52%,-0.88%
2020,State,Montana,Rural/Urban,Urban,"2,088","1,391","103,163","1,997,662",5.16%,-1.21%,-0.18%,"13,628.5",13.21%,-4.84%,-0.89%
2020,State,Nebraska,Rural/Urban,Urban,"5,634","3,697","222,492","5,644,807",3.94%,-1.00%,-0.16%,"30,038",13.50%,-0.20%,0.55%
2020,State,Nevada,Rural/Urban,Urban,"8,488","5,457","549,785","9,382,031",5.86%,-1.89%,-0.20%,"69,617",12.66%,-3.01%,-0.78%
2020,State,"New Hampshire",Rural/Urban,Urban,"3,400","2,080","132,422","3,239,295",4.09%,-1.75%,-0.19%,"26,482.5",20.00%,-1.89%,-1.21%
2020,State,"New Jersey",Rural/Urban,Urban,"32,846","19,261","1,101,361","35,946,343",3.06%,-1.17%,-0.15%,"171,757",15.59%,-2.27%,-0.37%
2020,State,"New Mexico",Rural/Urban,Urban,"6,184","3,921","245,633","5,343,010",4.60%,-2.06%,-0.40%,"25,148",10.24%,-3.76%,-0.70%
2020,State,"New York",Rural/Urban,Urban,"92,044","46,470","2,092,523","89,491,789",2.34%,-0.68%,-0.07%,"303,674",14.51%,-1.85%,-0.18%
2020,State,"North Carolina",Rural/Urban,Urban,"32,773","22,463","2,025,844","39,585,061",5.12%,-1.15%,-0.11%,"277,988",13.72%,-1.38%,-0.13%
2020,State,"North Dakota",Rural/Urban,Urban,"2,104","1,372","73,158","2,170,065",3.37%,-1.87%,-0.26%,"9,229.5",12.62%,-6.06%,-1.51%
2020,State,Ohio,Rural/Urban,Urban,"41,696","27,195","1,911,344","49,718,156",3.84%,-1.63%,-0.20%,"191,123.5",10.00%,-1.61%,-0.51%
2020,State,Oklahoma,Rural/Urban,Urban,"9,120","5,794","668,919","10,952,258",6.11%,-1.94%,-0.35%,"92,076",13.76%,-2.94%,-0.87%
2020,State,Oregon,Rural/Urban,Urban,"14,757","9,860","746,035","13,499,058",5.53%,-1.78%,-0.22%,"99,209.5",13.30%,-5.17%,-0.62%
2020,State,Pennsylvania,Rural/Urban,Urban,"55,433","31,869","2,275,542","64,607,689",3.52%,-1.46%,-0.17%,"328,442",14.43%,-2.13%,-0.71%
2020,State,"Rhode Island",Rural/Urban,Urban,"5,236","3,180","164,070","5,748,828",2.85%,-0.91%,-0.02%,"19,447",11.85%,-1.81%,-0.26%
2020,State,"South Carolina",Rural/Urban,Urban,"16,547","10,888","1,016,581","21,159,394",4.80%,-1.43%,-0.15%,"110,390.5",10.86%,-0.39%,-0.51%
2020,State,"South Dakota",Rural/Urban,Urban,"2,256","1,476","92,301","2,132,894",4.33%,-1.25%,-0.19%,"13,871.5",15.03%,-1.39%,-0.33%
2020,State,Tennessee,Rural/Urban,Urban,"22,013","14,918","1,576,409","29,026,720",5.43%,-1.72%,-0.32%,"170,206.5",10.80%,-4.16%,-0.52%
2020,State,Texas,Rural/Urban,Urban,"73,734","48,577","3,862,682","84,381,672",4.58%,-1.11%,-0.34%,"353,960.5",9.16%,-1.23%,0.00%
2020,State,Utah,Rural/Urban,Urban,"8,808","6,161","442,787","7,227,280",6.13%,-1.51%,-0.20%,"64,468.5",14.56%,-1.16%,0.01%
2020,State,Vermont,Rural/Urban,Urban,"1,253",738,"35,456","878,831",4.03%,-2.18%,-0.35%,"7,990",22.53%,-2.31%,-1.84%
2020,State,Virginia,Rural/Urban,Urban,"25,991","17,185","1,021,083","25,012,282",4.08%,-1.61%,-0.19%,"135,700.5",13.29%,-0.17%,-0.48%
2020,State,Washington,Rural/Urban,Urban,"27,705","17,661","1,155,907","22,700,780",5.09%,-1.82%,-0.22%,"168,795.5",14.60%,-3.31%,-0.24%
2020,State,"West Virginia",Rural/Urban,Urban,"6,074","3,671","324,604","7,986,057",4.06%,-2.09%,-0.21%,"25,311.5",7.80%,-2.45%,-0.52%
2020,State,Wisconsin,Rural/Urban,Urban,"18,864","12,300","845,286","20,073,068",4.21%,-1.77%,-0.33%,"115,209",13.63%,-4.87%,-0.73%
2020,State,Wyoming,Rural/Urban,Urban,778,529,"32,841","733,581",4.48%,-1.53%,-0.20%,"4,889",14.89%,-1.59%,0.17%
2020,State,"American Samoa",Rural/Urban,Urban,0,0,0,0,,,,0,,,
2020,State,Guam,Rural/Urban,Urban,0,0,0,0,,,,0,,,
2020,State,"Northern Mariana Islands",Rural/Urban,Urban,0,0,0,0,,,,,,,
2020,State,"Puerto Rico",Rural/Urban,Urban,"11,011","5,534","233,197","27,805,862",0.84%,-0.76%,-0.12%,"10,344",4.44%,1.28%,0.58%
2020,State,"Virgin Islands",Rural/Urban,Urban,0,0,0,0,,,,0,,,
2019,State,Alabama,Totals,Overall,"15,575","9,739","1,814,583","28,008,206",6.48%,-1.40%,-0.42%,"138,456",7.63%,-2.13%,-0.73%
2019,State,Alaska,Totals,Overall,"2,847","1,935","80,311","1,639,104",4.90%,-2.01%,-0.90%,"13,005",16.19%,-3.73%,-2.42%
2019,State,Arizona,Totals,Overall,"25,876","16,578","1,359,955","25,693,764",5.29%,-1.79%,-0.33%,"184,250",13.55%,-2.58%,-1.25%
2019,State,Arkansas,Totals,Overall,"9,700","7,258","998,319","17,894,303",5.58%,-1.08%,-0.32%,"76,135",7.63%,-1.69%,-0.93%
2019,State,California,Totals,Overall,"129,325","80,941","5,888,034","138,971,644",4.24%,-1.29%,-0.35%,"630,832",10.71%,-1.32%,-0.55%
2019,State,Colorado,Totals,Overall,"21,262","15,273","986,823","17,403,100",5.67%,-1.81%,-0.45%,"130,781",13.25%,-2.56%,-0.95%
2019,State,Connecticut,Totals,Overall,"18,060","10,751","578,122","16,874,265",3.43%,-1.17%,-0.13%,"83,186",14.39%,-2.38%,-0.53%
2019,State,Delaware,Totals,Overall,"3,759","2,535","181,569","4,294,537",4.23%,-2.38%,-0.71%,"31,988",17.62%,-2.04%,-1.66%
2019,State,"District of Columbia",Totals,Overall,"4,957","3,070","75,262","2,071,246",3.63%,-0.96%,-0.18%,"7,822",10.39%,-0.53%,0.09%
2019,State,Florida,Totals,Overall,"78,480","45,388","4,865,832","108,886,605",4.47%,-0.84%,-0.36%,"633,156",13.01%,-0.25%,-0.75%
2019,State,Georgia,Totals,Overall,"32,018","21,486","2,528,554","47,614,255",5.31%,-1.05%,-0.19%,"254,493",10.06%,-0.27%,-0.39%
2019,State,Hawaii,Totals,Overall,"4,404","2,761","138,596","3,970,008",3.49%,-0.41%,-0.12%,"17,218",12.42%,-2.02%,-0.47%
2019,State,Idaho,Totals,Overall,"6,189","4,353","410,737","6,763,726",6.07%,-1.71%,-0.43%,"57,662",14.04%,-2.73%,-1.15%
2019,State,Illinois,Totals,Overall,"48,887","32,614","2,077,113","51,934,062",4.00%,-0.95%,-0.21%,"170,399",8.20%,-2.39%,-0.96%
2019,State,Indiana,Totals,Overall,"23,218","16,277","1,779,078","34,109,580",5.22%,-1.46%,-0.16%,"174,024",9.78%,-3.33%,-0.93%
2019,State,Iowa,Totals,Overall,"11,254","7,831","634,671","16,836,835",3.77%,-1.11%,-0.21%,"74,598",11.75%,-2.28%,-1.05%
2019,State,Kansas,Totals,Overall,"10,351","7,486","729,549","14,088,368",5.18%,-1.22%,-0.25%,"88,960",12.19%,-2.23%,-1.20%
